JID,Formula,Dir.gap (eV),Indir. gap (eV),Eff (%)
JVASP-49864,Lu1 Nb1 O4,4.0924,3.9462,0.000640793
JVASP-25624,Nd1 Te2 Br1 O5,4.0922,3.855,0.000622653
JVASP-29805,Cd1 H2 O2,4.0963,3.7767,0.00060623
JVASP-29803,Cd1 H2 O2,4.0965,3.7766,0.00060617
JVASP-36018,Ge1 C1,4.0892,2.6156,0.000539891
JVASP-8605,Li1 Nd2 H1 O3,4.0927,3.3216,0.000516314
JVASP-11084,K2 Ti1 O3,4.102,4.102,0.000495631
JVASP-54734,Ba1 H4 O6,4.1009,4.0279,0.000484858
JVASP-24638,Nb1 Al1 O4,4.1048,3.9694,0.000475651
JVASP-22644,Si1 C1,4.0984,3.0234,0.000455875
JVASP-12162,Ba1 Ca1 I4,4.1072,4.1072,0.00037708
JVASP-30212,Sb1 O1 F3,4.1059,4.0945,0.0003758
JVASP-10675,Ag1 B1 C4 N4,4.1076,4.0943,0.000375586
JVASP-10165,Mg1 Bi2 O4,4.1068,4.08,0.00037407
JVASP-50480,Er1 Nb1 O4,4.1081,3.9568,0.000360093
JVASP-35505,Sr2 Zr1 O4,4.1109,3.8865,0.000351888
JVASP-30500,Sc1 Cl1 O1,4.1057,3.6401,0.000324827
JVASP-50826,B1 Sb1 O3,4.1172,4.1172,0.000267899
JVASP-26740,Sn2 P1 Cl1 O4,4.1139,4.0819,0.000265345
JVASP-30191,Mg1 Cl2 O1,4.1177,4.0791,0.000264818
JVASP-8130,Si1 S2,4.1171,3.9742,0.000256494
JVASP-3249,Nd2 Se1 O2,4.1144,3.6273,0.000229041
JVASP-52263,Sm1 Ag1 O2,4.1134,3.2984,0.000202914
JVASP-7633,Si1 O2,4.1189,3.2089,0.000195351
JVASP-54720,Ga1 H1 O2,4.1194,4.1194,0.000189778
JVASP-35268,Na2 Zn3 S4,4.1229,4.0491,0.000185603
JVASP-44293,Tb1 Nb1 O4,4.1202,3.968,0.000181168
JVASP-43392,Zr1 O2,4.131,4.1063,0.000138498
JVASP-10533,Mg1 Ta2 O6,4.1271,4.1012,0.000138448
JVASP-2292,Ba1 Zr1 O3,4.1319,3.8412,0.000127435
JVASP-5284,Sr1 H2,4.1241,2.9745,0.000124844
JVASP-8748,K1 Cl1 O2,4.1319,3.5739,0.000116325
JVASP-3729,Sr1 H1 I1,4.138,4.138,9.84E-05
JVASP-51552,K3 V1 O4,4.1369,4.1369,9.84E-05
JVASP-57039,K1 C1 O2,4.1358,4.1358,9.84E-05
JVASP-54760,Li1 H1 O1,4.1363,4.0849,9.69E-05
JVASP-9876,Ca2 Al1 Bi1 O5,4.1346,4.0408,9.56E-05
JVASP-3918,Sm1 Br3,4.1371,4.0014,9.44E-05
JVASP-38029,Sn1 Cl1 F1,4.1378,3.5562,8.13E-05
JVASP-182,Si1 C1,4.1331,3.0769,6.74E-05
JVASP-3579,Pb1 Br1 F1,4.142,4.142,6.37E-05
JVASP-24447,Kr1 F2,4.1418,4.0063,6.12E-05
JVASP-22698,Li1 Ag1 F2,4.1413,3.877,5.87E-05
JVASP-40484,Tb3 Sb1 O7,4.1481,4.1013,4.34E-05
JVASP-58243,Ba1 Li1 F3,4.1506,4.0537,4.27E-05
JVASP-7966,Zr1 Pb1 O3,4.1519,3.9796,4.17E-05
JVASP-10214,K2 Zn1 O2,4.1571,4.1571,2.97E-05
JVASP-12528,Ge1 Bi2 O5,4.1565,4.1565,2.97E-05
JVASP-50168,K1 Rb1 O1,4.1561,4.1561,2.97E-05
JVASP-11136,Rb1 N1 O3,4.1554,4.1463,2.96E-05
JVASP-54736,Sr1 H4 O6,4.1544,4.1272,2.94E-05
JVASP-1498,Na1 In1 O2,4.1552,4.1031,2.92E-05
JVASP-50824,Sc2 Ti2 O7,4.1565,4.0644,2.89E-05
JVASP-35174,Li1 Ca1 Mg1 Si1 N3,4.1571,4.0379,2.86E-05
JVASP-3252,Sm2 Se1 O2,4.159,3.697,2.56E-05
JVASP-35189,Zn2 Si1 O4,4.1622,4.1622,1.81E-05
JVASP-26176,K2 Pa1 F7,4.1729,4.1681,1.07E-05
JVASP-50613,Ba1 Ca1 I4,4.1684,4.1188,1.05E-05
JVASP-4918,K3 V1 O4,4.1727,4.1136,1.05E-05
JVASP-1251,Yb1 Se1,4.1719,3.496,8.53E-06
JVASP-5425,Ag1 Cl1 O3,4.1749,4.1749,6.86E-06
JVASP-26741,K2 P1 O4,4.1749,4.1577,6.82E-06
JVASP-30177,Nb1 O1 F3,4.1811,4.16,6.81E-06
JVASP-8698,Kr1 F2,4.1784,4.1532,6.80E-06
JVASP-10235,Zn1 Ge1 O3,4.1757,4.062,6.62E-06
JVASP-30715,Sn1 W2 O8,4.1773,4.0401,6.57E-06
JVASP-4255,As1 Br3,4.177,4.0247,6.54E-06
JVASP-3837,In1 Cl1 O1,4.1751,3.959,6.41E-06
JVASP-34226,Rb1 Cl1 O2,4.1799,3.7915,6.06E-06
JVASP-30493,Sc1 Br1 O1,4.1819,4.1692,4.02E-06
JVASP-4279,P1 Br3,4.1853,4.1101,3.94E-06
JVASP-50460,Ta1 As1 O4,4.1883,4.1021,3.93E-06
JVASP-35159,K1 Na2 B1 N2,4.1818,3.9277,3.72E-06
JVASP-36980,Tl1 Hg1 F3,4.1871,3.8922,3.67E-06
JVASP-11683,K1 Sc1 Mo2 O8,4.195,4.195,2.14E-06
JVASP-30638,Mg2 Sn3 O8,4.1898,4.0785,2.07E-06
JVASP-35692,K1 In1 O2,4.1957,4.0632,2.06E-06
JVASP-29223,I2 O5,4.1948,4.0495,2.05E-06
JVASP-62513,H3 Au1 C2 N1 Cl1,4.1922,3.9458,1.98E-06
JVASP-36733,H2 C1 O1,4.1983,4.1983,1.05E-06
JVASP-11559,Mg2 Sn3 O8,4.2008,4.0896,1.02E-06
JVASP-30193,Sm1 I1 O1,4.1979,3.6786,8.86E-07
JVASP-33830,Lu1 Br3,4.2067,4.2067,5.71E-07
JVASP-26383,K1 Li1 Zn1 O2,4.205,4.205,5.71E-07
JVASP-57054,K1 Na1 Ti1 O3,4.2054,4.1912,5.69E-07
JVASP-34255,Rb4 C1 O4,4.2042,4.1873,5.69E-07
JVASP-26759,Tl1 As1 F6,4.2125,4.0981,3.04E-07
JVASP-8113,Ag1 C1 N1 O1,4.2101,4.0953,3.04E-07
JVASP-12522,Hg1 I2 O6,4.2164,4.0226,2.97E-07
JVASP-43407,Li6 W1 O6,4.2176,4.209,1.53E-07
JVASP-19087,Na1 N1 O1,4.2236,4.1984,1.52E-07
JVASP-57482,La2 Mo1 O6,4.2173,4.18,1.52E-07
JVASP-43925,Ge2 N2 O1,4.2223,4.1112,1.48E-07
JVASP-22583,Tl1 As1 F6,4.2212,4.1072,1.48E-07
JVASP-54735,Sr1 H4 O6,4.218,4.0554,1.46E-07
JVASP-11392,Na3 Au1 S2,4.2188,3.8482,1.36E-07
JVASP-2481,Al2 Cd1 S4,4.2299,4.1709,6.47E-08
JVASP-57149,Ca1 Cl2 O4,4.2245,4.1144,6.36E-08
JVASP-3726,Ca1 H1 I1,4.2382,4.2382,3.27E-08
JVASP-4507,K1 N1 O3,4.2379,4.2379,3.27E-08
JVASP-35190,Sr1 Zr1 O3,4.2345,4.0654,3.10E-08
JVASP-10301,Li3 B1 N2,4.2351,3.8671,2.90E-08
JVASP-22548,Rb1 N1 O3,4.2391,4.2391,1.64E-08
JVASP-50365,Ba1 Na4 O3,4.2435,4.2435,1.64E-08
JVASP-37017,K2 O2,4.2409,4.2409,1.64E-08
JVASP-8131,Mg2 N1 F1,4.2416,4.2101,1.63E-08
JVASP-2775,Ba1 Ti1 F6,4.2457,4.2002,1.62E-08
JVASP-11695,Mg1 W1 O4,4.2446,4.1778,1.61E-08
JVASP-1672,Rb1 Tm1 S2,4.2425,3.6582,1.35E-08
JVASP-28374,C1 N2,4.2407,3.4738,1.26E-08
JVASP-1612,Na1 Lu1 S2,4.2416,3.417,1.23E-08
JVASP-29262,Bi2 Se1 O5,4.2462,4.2462,6.26E-09
JVASP-50362,Ba1 Na4 O3,4.2485,4.2485,6.26E-09
JVASP-9938,Ca2 Y1 Sb1 O5,4.2488,4.2275,6.22E-09
JVASP-32171,As1 Cl2 F3,4.2467,4.211,6.19E-09
JVASP-9714,Y1 Nb1 O4,4.247,4.1297,6.03E-09
JVASP-12170,W1 O2 F2,4.2471,3.4581,4.73E-09
JVASP-36584,Mg1 Sn1 O3,4.2462,3.2356,4.30E-09
JVASP-35218,Sn4 S1 F6,4.2545,4.0176,1.99E-09
JVASP-51696,K3 H5 Pt1,4.2636,4.2636,8.39E-10
JVASP-43807,Na7 Nb1 O6,4.2635,4.2556,8.37E-10
JVASP-4537,Ba1 O1,4.2664,4.2264,8.28E-10
JVASP-52354,Ba1 Ca1 I4,4.2638,4.2226,8.28E-10
JVASP-49820,Hf1 Zr1 O4,4.2611,4.1812,8.18E-10
JVASP-12480,Rb1 Pb2 Br5,4.2636,4.0235,7.76E-10
JVASP-56474,Ag1 Br1,4.2608,2.5145,3.81E-10
JVASP-9110,C3 N4,4.2699,4.2699,3.27E-10
JVASP-11681,Sr1 Mo1 O4,4.2734,4.2734,3.27E-10
JVASP-12948,K1 Rb1 S1,4.2699,4.2699,3.27E-10
JVASP-22677,Ca1 O2,4.271,4.2213,3.22E-10
JVASP-113,Zr1 O2,4.2745,4.2132,3.21E-10
JVASP-9384,Ho1 Nb1 O4,4.269,4.1548,3.15E-10
JVASP-5641,Sn1 Cl2,4.2715,4.1532,3.15E-10
JVASP-1774,Mg1 Se1,4.2799,4.2799,1.05E-10
JVASP-35267,Na2 Zn1 S2,4.279,4.279,1.05E-10
JVASP-36262,Mg1 H2,4.2658,1.4392,1.02E-10
JVASP-22651,Sn1 Cl2,4.2786,4.1834,1.02E-10
JVASP-13357,Li7 Nb1 O6,4.2796,4.167,1.01E-10
JVASP-3534,Bi1 Cl1 O1,4.2762,4.0048,9.61E-11
JVASP-37329,Tb2 Be2 O5,4.2808,3.8777,9.17E-11
JVASP-35695,Mg1 Se1,4.2853,4.2853,2.93E-11
JVASP-26378,Ba2 Ca1 Te1 O6,4.2887,4.2887,2.93E-11
JVASP-31243,K2 Na1 Ti1 O1 F5,4.2893,4.2893,2.93E-11
JVASP-8148,Rb2 O2,4.2841,4.2772,2.92E-11
JVASP-51745,Na3 V1 H6 O7,4.2851,4.2747,2.92E-11
JVASP-42341,Ca3 W1 O6,4.2878,4.2706,2.91E-11
JVASP-9602,Na1 Sb1 O3,4.288,4.1768,2.82E-11
JVASP-7643,Na1 Al1 Se2,4.2829,4.0777,2.73E-11
JVASP-60701,Zn1 W1 O4,4.2857,3.997,2.66E-11
JVASP-34377,Sr1 Ta2 Bi2 O9,4.2853,3.3804,2.08E-11
JVASP-57132,Ba2 Ti1 O1 F6,4.2951,4.2716,8.82E-12
JVASP-5449,Pb1 Br2,4.2952,4.2004,8.62E-12
JVASP-12465,Bi1 Cl3,4.2973,4.1783,8.55E-12
JVASP-11002,Tb1 Nb1 O4,4.2911,4.1636,8.52E-12
JVASP-2646,Ca1 Ge1 N2,4.299,4.299,2.73E-12
JVASP-57491,K2 S1,4.3032,4.3032,2.73E-12
JVASP-9226,Mg1 Ta2 O6,4.3011,4.2542,2.69E-12
JVASP-2928,Rb1 Li1 Se1,4.2981,4.2459,2.68E-12
JVASP-11168,Sm1 Nb1 O4,4.299,4.1913,2.63E-12
JVASP-26352,K1 Sb1 O3,4.3018,4.1816,2.62E-12
JVASP-52572,Li1 Ag1 F2,4.2982,3.1619,1.72E-12
JVASP-1248,Be1 Te1,4.2981,2.8207,1.42E-12
JVASP-55704,H1 I1 O3,4.3069,4.3069,5.13E-13
JVASP-54751,H1 I1 O3,4.3077,4.3066,5.13E-13
JVASP-54370,Al1 Tl1 I4,4.3075,4.2038,4.96E-13
JVASP-13027,Li1 Be1 N1,4.3064,3.9117,4.47E-13
JVASP-10707,Na1 Sr4 B3 N6,4.3105,3.5233,3.81E-13
JVASP-56576,Ag1 Cl1,4.3052,2.8847,2.74E-13
JVASP-12164,Y1 Br3,4.3189,4.3189,1.30E-13
JVASP-21219,Pr2 Sn2 O7,4.3198,4.3198,1.30E-13
JVASP-51400,H4 N2 O3,4.3154,4.3154,1.30E-13
JVASP-50924,Hf1 Zr1 O4,4.3175,4.3175,1.30E-13
JVASP-58922,Cd4 O1 F6,4.3186,4.3186,1.30E-13
JVASP-46015,Y1 Sc1 O3,4.3174,4.2979,1.29E-13
JVASP-31802,Re1 F6,4.3156,4.2643,1.28E-13
JVASP-9445,Nd1 Nb1 O4,4.3167,4.2334,1.27E-13
JVASP-26742,Lu1 S1 F1,4.3171,3.6065,9.97E-14
JVASP-12503,Xe1 F4,4.3207,4.3174,3.52E-14
JVASP-35164,Li4 Ca2 Mg1 Si2 N6,4.3217,4.2772,3.47E-14
JVASP-29949,Sn3 P4 O14,4.324,4.251,3.44E-14
JVASP-49763,Tm1 Bi1 O3,4.3241,4.1682,3.34E-14
JVASP-107,Si1 C1,4.3216,3.2317,2.24E-14
JVASP-33318,H4 N1 Cl1 O2,4.3307,4.3307,6.45E-15
JVASP-13313,Y1 Ag3 Cl6,4.3285,4.2659,6.31E-15
JVASP-50935,Al1 In1 O3,4.3345,4.0608,5.85E-15
JVASP-50070,Sc1 Tl1 O2,4.3324,3.7433,5.16E-15
JVASP-14104,K1 In1 Br4,4.3359,4.3359,1.80E-15
JVASP-42667,Sr1 Ca1 I4,4.3419,4.3419,1.80E-15
JVASP-57502,Zn1 C2 O4,4.3399,4.3399,1.80E-15
JVASP-52905,Rb1 H2 N1,4.3375,4.3015,1.78E-15
JVASP-56652,Sm3 B1 W1 O9,4.3422,4.2983,1.78E-15
JVASP-52548,Ba1 Tm2 O4,4.3355,4.287,1.77E-15
JVASP-57096,Bi1 As1 O4,4.341,4.2506,1.75E-15
JVASP-49979,Er1 Bi1 O3,4.3366,4.1741,1.70E-15
JVASP-3417,Ba1 Pb1 F6,4.3449,4.3449,3.73E-16
JVASP-52489,Rb1 N1 O3,4.3443,4.2448,3.60E-16
JVASP-50744,Li2 Ag1 F3,4.3463,4.1632,3.49E-16
JVASP-9119,Na2 O2,4.345,4.0649,3.37E-16
JVASP-12561,Ba1 H2,4.349,3.9873,3.27E-16
JVASP-9432,Ca1 Ge2 O5,4.3508,4.3508,1.07E-16
JVASP-34899,Si1 Bi2 O5,4.3627,4.3627,2.54E-17
JVASP-22568,K1 I1 O3,4.3634,4.3556,2.54E-17
JVASP-50019,Ga4 Si1 O8,4.3639,4.3459,2.53E-17
JVASP-51898,Tb3 B1 W1 O9,4.3586,4.3036,2.50E-17
JVASP-42095,Pb1 Cl2,4.3594,4.303,2.49E-17
JVASP-51899,Dy3 B1 W1 O9,4.3618,4.3031,2.49E-17
JVASP-30063,Zn1 H4 Cl2 O6,4.3643,4.1998,2.40E-17
JVASP-52514,Li1 Ag1 F2,4.361,3.1692,1.48E-17
JVASP-49908,Zr1 O2,4.3666,4.3666,1.89E-18
JVASP-43368,Ag1 Cl1 O3,4.371,4.3548,1.88E-18
JVASP-25880,K1 Na1 Sm1 Nb1 O5,4.3785,4.378,7.65E-19
JVASP-17899,Ca1 V1 F6,4.3793,4.3554,7.59E-19
JVASP-9696,Sr1 Zr1 O3,4.3775,4.3225,7.50E-19
JVASP-21299,Ca1 Si2 Sn1 O6,4.3747,4.3107,7.48E-19
JVASP-36960,Rb1 Ca1 I3,4.3826,4.3826,1.83E-19
JVASP-9858,Ca2 Al1 Sb1 O5,4.3851,4.2949,1.77E-19
JVASP-39720,Yb1 Ge1 O3,4.3859,3.5092,1.25E-19
JVASP-13063,Sm2 S1 Cl4,4.3954,4.3954,4.17E-20
JVASP-12496,K1 As4 I1 O6,4.3946,4.0854,3.70E-20
JVASP-52288,Ba2 Ca1 I6,4.3995,4.3052,4.77E-21
JVASP-22711,Na3 V1 O4,4.4019,4.2884,4.73E-21
JVASP-13815,Mg1 Ge1 O3,4.41,4.41,2.07E-22
JVASP-49963,Sr1 Ca1 I4,4.412,4.412,2.07E-22
JVASP-12873,Na5 In1 O4,4.4114,4.4097,2.07E-22
JVASP-9677,Pr1 Nb1 O4,4.4078,4.3089,1.99E-22
JVASP-8038,Sr2 Sn1 O4,4.4061,4.1217,1.85E-22
JVASP-1603,K2 Se1,4.4189,4.3126,3.77E-23
JVASP-10674,Ta2 O5,4.4164,4.2731,3.72E-23
JVASP-10723,Ca1 C2 S2 N2,4.4231,4.3863,5.49E-25
JVASP-8583,Ag1 Br1,4.4205,2.5156,1.41E-25
JVASP-12051,Bi1 O1 F1,4.5202,4.4734,0
JVASP-12165,Nd1 I1 O1,5.0372,4.76,0
JVASP-22588,Cl1 F3,4.4846,4.4633,0
JVASP-22593,K2 Mn1 F6,-1.00E-04,-0.0269,0
JVASP-22607,Mo1 F6,4.7257,4.6971,0
JVASP-22608,Ni1 Pt1 F6,-0.0059,-0.1105,0
JVASP-22617,Ni1 Sn1 F6,-0.0054,-0.119,0
JVASP-22621,Rb2 Co1 F6,-0.0002,-0.0377,0
JVASP-22646,Cd1 Br2,4.6378,4.4812,0
JVASP-22665,Be1 I2,5.0588,4.7704,0
JVASP-22682,Sr2 Mg1 H6,4.5093,4.1306,0
JVASP-22686,Na2 H6 Pt1,5.1872,4.812,0
JVASP-22699,Bi1 O1 F1,4.573,4.4944,0
JVASP-22700,Rb2 O1,4.4996,4.0211,0
JVASP-23438,Rb1 Ga1 O2,4.5532,4.5494,0
JVASP-22704,Ca3 Cd1 O4,4.9346,4.6801,0
JVASP-37725,Ho1 Al1 Au2,0,-1.7753,0
JVASP-7659,Na1 Li2 N1,4.4982,3.4864,0
JVASP-7751,Tb2 S1 O2,4.9349,4.5446,0
JVASP-7752,Dy2 S1 O2,4.9328,4.5969,0
JVASP-7753,Ho2 S1 O2,4.9229,4.6238,0
JVASP-7754,Er2 S1 O2,4.9096,4.6642,0
JVASP-7755,Lu2 S1 O2,4.8753,4.8336,0
JVASP-7759,Y2 S1 O2,4.7406,4.2903,0
JVASP-7764,Sc2 O3,4.6526,4.4798,0
JVASP-7777,La1 F3,4.5311,4.5311,0
JVASP-7783,Ca2 Ge1 O4,5.128,4.6769,0
JVASP-4639,Ag1 C1 N1,4.4877,3.95,0
JVASP-578,Nb1 S2,0.5644,-0.4364,0
JVASP-1167,Be1 S1,6.6486,4.3762,0
JVASP-1582,Rb2 S1,4.6687,4.4166,0
JVASP-2889,Rb2 Nb1 F6,6.0519,6.0142,0
JVASP-2190,K2 O2,4.9112,4.8343,0
JVASP-3786,K2 Mn1 Cl6,-0.0267,-0.1281,0
JVASP-1270,K2 S1,5.1502,4.9973,0
JVASP-1387,Na2 O1,4.707,4.707,0
JVASP-2718,Rb1 Ru1 F6,-1.00E-04,-0.0283,0
JVASP-3639,Pr1 Br3,4.5252,4.5252,0
JVASP-4152,Nd1 O2,4.9096,4.7971,0
JVASP-1954,Ag1 Cl1,4.7511,2.8783,0
JVASP-2826,Na1 Li1 S1,4.7808,4.7808,0
JVASP-3651,Br1 F3,4.5994,4.411,0
JVASP-1171,Na2 S1,4.9713,4.9713,0
JVASP-2616,Rb1 Sc1 O2,4.9854,4.5912,0
JVASP-3807,Tm1 I1 O1,4.7848,4.5069,0
JVASP-2065,Ca1 I2,4.9622,4.3738,0
JVASP-3906,Cd1 Br2,4.4476,4.4452,0
JVASP-1390,Sr1 O1,5.0714,4.9578,0
JVASP-3708,Ba1 H1 Cl1,4.8898,4.8377,0
JVASP-2580,Rb1 Hg1 F3,5.3581,2.9773,0
JVASP-1417,Sr1 O2,4.4962,4.2488,0
JVASP-3741,Ba1 H1 Br1,4.4347,4.4347,0
JVASP-1936,Xe1 F2,4.4943,4.4943,0
JVASP-3543,Ba1 I1 F1,4.9939,4.9939,0
JVASP-2832,Pd1 Pt1 F6,-1.00E-04,-0.0753,0
JVASP-1330,Be2 C1,4.7931,1.7772,0
JVASP-3369,K3 Mn1 O4,-0.0029,-0.1026,0
JVASP-2253,Tm2 S1 O2,4.9016,4.7331,0
JVASP-1321,Be1 Se1,6.0633,3.8846,0
JVASP-2820,K1 Li1 S1,4.889,4.889,0
JVASP-3735,Ca1 H1 Br1,4.9646,4.9646,0
JVASP-3789,Ca1 Ti1 F6,4.989,4.9889,0
JVASP-3549,K1 Br1 O3,5.1661,4.8713,0
JVASP-1594,K1 Sc1 O2,5.2557,4.9,0
JVASP-2862,K1 Li1 Se1,4.4943,4.4744,0
JVASP-3384,K2 Ni1 O2,-0.1208,-0.1791,0
JVASP-3768,Rb1 I1 O3,4.45,4.4113,0
JVASP-1288,Li2 S1,5.4342,4.2624,0
JVASP-2454,Sm2 S1 O2,5.0116,4.6224,0
JVASP-3372,Rb2 Ni1 O2,-0.0012,-0.1087,0
JVASP-4056,Pr1 I1 O1,5.0109,4.7346,0
JVASP-1867,Fe1 Ag1 O2,0,-0.8479,0
JVASP-4005,Na3 Cl1 O1,4.7035,4.7035,0
JVASP-2226,Pr2 S1 O2,4.8514,4.4255,0
JVASP-2220,Nd2 S1 O2,4.8855,4.4644,0
JVASP-2880,Rb2 Hg1 F4,5.1539,4.0293,0
JVASP-2868,Rb1 Na1 S1,4.6219,4.5734,0
JVASP-1300,Mg1 S1,5.2442,4.2759,0
JVASP-843,C1,0.0077,-0.2348,0
JVASP-825,Au1,0,-1.3498,0
JVASP-25049,Se1,4.4717,4.2214,0
JVASP-25055,C1,5.4563,3.7268,0
JVASP-25071,C1,1.00E-04,-0.8841,0
JVASP-25126,Tm1,0,-1.4106,0
JVASP-25182,C1,5.9986,4.7622,0
JVASP-25232,Hg1,1.0876,-2.064,0
JVASP-25235,Hg1,0.964,-0.0847,0
JVASP-25243,C1,4.9649,4.0525,0
JVASP-25258,C1,4.4792,3.9856,0
JVASP-25300,Si1,0.1154,-0.5128,0
JVASP-25326,P1,0.1467,-0.1929,0
JVASP-25404,C1,-0.0002,-0.0008,0
JVASP-25409,Br1,0,-2.0284,0
JVASP-25412,K1,14.8683,14.854,0
JVASP-25416,N2,4.8069,4.789,0
JVASP-25418,Y1,-0.1609,-0.5837,0
JVASP-9077,Li2 S1,4.4972,4.3663,0
JVASP-9082,Ga2 O3,4.6828,4.4784,0
JVASP-9100,Ba1 N6,4.6803,4.6803,0
JVASP-9115,Sr1 N6,4.6977,4.661,0
JVASP-9137,Te1 O2,4.659,4.6383,0
JVASP-9141,C3 N4,4.5722,3.9561,0
JVASP-9142,In2 Si2 O7,4.6576,4.6576,0
JVASP-9161,Te1 O2,4.659,4.6377,0
JVASP-9174,Hf1 O2,4.8454,4.8454,0
JVASP-9265,Ba2 Ti2 Tl1 O7,-0.0065,-0.9879,0
JVASP-9400,La1 Ga1 O3,4.5184,4.486,0
JVASP-9532,Zn1 Co1 F4,-0.1169,-0.2067,0
JVASP-9535,Ca1 V1 F4,-0.0156,-0.0812,0
JVASP-9546,Mg1 V1 F4,-0.0597,-0.0857,0
JVASP-9581,Li2 Zr1 O3,5.0171,4.9819,0
JVASP-9583,Ge2 N2 O1,4.4388,4.3293,0
JVASP-9586,Sc1 P1 O4,4.9923,4.861,0
JVASP-9608,Na1 N1 O3,4.6546,4.5122,0
JVASP-9610,Na1 C1 O2,4.9098,4.788,0
JVASP-9616,Ta1 B1 O4,4.6782,4.6558,0
JVASP-9674,K3 Ta1 O8,4.6299,4.5973,0
JVASP-9680,Ca2 Sn1 O4,4.6843,4.6613,0
JVASP-9684,Th1 Ge1 O4,4.8878,4.8762,0
JVASP-9717,Rb3 Ta1 O8,4.5624,4.4985,0
JVASP-9771,Ba2 Dy1 Sb1 O6,4.7815,4.7815,0
JVASP-9774,Ba2 Er1 Sb1 O6,4.6965,4.6965,0
JVASP-9778,Ba2 Tb1 Sb1 O6,4.8228,4.8228,0
JVASP-9782,Ba3 Mg1 Ta2 O9,4.6154,4.3864,0
JVASP-9791,Ba2 Y1 Ru1 O6,0,-0.2684,0
JVASP-9799,Ca1 Sn1 O2,0.6483,-0.1991,0
JVASP-9832,Si2 Sn1 O6,4.9379,4.8844,0
JVASP-9974,Ba2 Y1 Sb1 O6,4.8686,4.8109,0
JVASP-9986,Ba2 Ho1 Ru1 O6,0,-0.2741,0
JVASP-9987,Ba2 Y1 Ta1 O6,4.4889,4.4889,0
JVASP-9988,Ba2 Er1 Ru1 O6,0,-0.2733,0
JVASP-9997,Ba2 Ho1 Sb1 O6,4.7414,4.7414,0
JVASP-9998,Ba2 Pr1 Sb1 O6,4.9426,4.9426,0
JVASP-10016,Be3 N2,6.0285,4.7454,0
JVASP-10073,In1 B1 O3,4.9414,4.6025,0
JVASP-10074,Yb1 O1 F1,4.5782,4.0746,0
JVASP-10087,N2 O1,4.4653,4.3948,0
JVASP-10098,Cd2 B2 O5,4.7499,4.7332,0
JVASP-10140,In1 P1 O4,4.85,4.67,0
JVASP-10147,Sb1 O1 F1,5.4222,4.9484,0
JVASP-10177,Sb1 As1 O4,4.7697,4.5796,0
JVASP-10180,Li1 Sm1 O2,5.248,4.9663,0
JVASP-10185,Na1 Tl3 S2 O6,4.717,4.396,0
JVASP-10201,Zr1 Ge1 O4,4.9624,4.8366,0
JVASP-10226,Rb2 Te1 O3,4.858,4.8233,0
JVASP-10229,Na2 Zn1 S2,4.4633,4.4633,0
JVASP-10244,K2 Cu1 F4,0,-0.2934,0
JVASP-10489,Li4 Ti1 O4,4.9135,4.9097,0
JVASP-10713,Ba1 C2 S2 N2,4.7191,4.698,0
JVASP-10869,Zr1 Si1 O4,4.7177,4.6901,0
JVASP-10919,Ca1 Cr2 F10,-0.0477,-0.0692,0
JVASP-11078,Ba2 Ho1 Ta1 O6,4.6204,4.6204,0
JVASP-7789,Rb2 O1,4.7003,4.2543,0
JVASP-7792,Zn1 Ag1 F3,4.7249,4.4938,0
JVASP-7809,Zr1 O2,4.552,4.1734,0
JVASP-7844,Al1 N1,5.1106,4.8012,0
JVASP-7881,Li2 Ni1 O2,0.4328,-0.0048,0
JVASP-7903,P3 N5,4.5744,3.9785,0
JVASP-8037,Sr1 Zr1 O3,4.4828,4.1368,0
JVASP-8053,Na1 Ta1 O3,4.4586,3.6454,0
JVASP-8067,C1,5.9986,4.7622,0
JVASP-8079,Lu1 Sb1,0.7638,-0.89,0
JVASP-8092,Er1 Sn1 Au1,0.9814,0.0963,0
JVASP-11123,Ba2 Sr1 Te1 O6,4.4916,4.4228,0
JVASP-11300,Mg1 Sn1 F4,4.727,4.7225,0
JVASP-11311,Ca1 V1 F5,-0.1368,-0.1555,0
JVASP-11314,Ca1 Fe1 F4,-0.0159,-0.0445,0
JVASP-11322,Ca1 Ti1 F4,-0.0143,-0.0393,0
JVASP-11485,Na3 Mo1 O3 F3,4.9558,4.9484,0
JVASP-11490,Na4 Co1 O3,-0.0073,-0.0684,0
JVASP-11616,Ca1 Ti1 F5,-0.0289,-0.1086,0
JVASP-11688,Na2 Mo1 O4,4.918,4.918,0
JVASP-11692,Rb1 Fe1 Mo2 O8,-0.0002,-0.0139,0
JVASP-11771,Ba2 U1 Ni1 O6,-0.0315,-0.1446,0
JVASP-12334,Pb1 Se1 O3,4.4363,4.2328,0
JVASP-12342,Sn1 Pb1 F4,4.9661,4.9161,0
JVASP-12388,Fe1 Ni2 C6 N6,-0.2723,-0.3955,0
JVASP-12473,Pb1 Br1 Cl1,4.6144,4.4587,0
JVASP-12487,K1 As4 Br1 O6,4.8488,4.7363,0
JVASP-12520,Li5 Cr1 Cl8,-0.0106,-0.0249,0
JVASP-12558,Mg1 H2,5.1172,3.8511,0
JVASP-12559,Ca1 H2,4.9683,4.5068,0
JVASP-12560,Sr1 H2,5.078,4.6167,0
JVASP-12569,H4 N2 O3,4.4368,4.37,0
